"","Sample.Name","Btub_cov","cyp51_cov","cytB_cov","erg2_cov","erg24_cov","mit_cov","sdhB_cov","sdhC_cov","sdhD_cov","Average_coverage","ratio_Btub","ratio_cyp51","ratio_erg2","ratio_erg24","ratio_sdhB","ratio_sdhC","ratio_sdhD","ratio_cytB"
"40","CZUH042205",41.8648,173.108,1918.25,41.0854,43.3101,1619.14,47.3576,46.2466,40.0379,40.8814148987828,1.02405457598892,4.23439356070707,1.00498967811467,1.0594080490421,1.15841391784632,1.13123775472304,0.979366788041186,1.18473387106736
"41","CZUH042206",38.821,66.9374,3556.96,31.3116,35.9954,2866.35,46.4051,34.891,36.888,37.9765736172961,1.02223545470988,1.76259713881913,0.824497763161535,0.947831691261536,1.22194014835675,0.918750605349746,0.971335654757429,1.24093708025887
"42","CZUH052301",22.0286,60.6421,2201.21,20.1131,18.9586,1600.41,20.7211,22.7411,21.5124,22.3679918956522,0.984826894732639,2.71111060317343,0.899191134091456,0.847577202658281,0.926372832065791,1.01668044704631,0.961749275498508,1.37540380277554
"43","CZUH052302",26.9921,44.0797,2300.42,22.6847,24.5013,1742.44,25.6551,25.9918,22.0231,24.2090856993825,1.1149574310726,1.8207916047455,0.937032496050795,1.01207043934852,1.05973023180526,1.07363823329615,0.909703913376693,1.32022910401506
"44","DEBD052307",18.567,76.5092,1684.47,21.3141,20.3633,1383.26,22.015,21.0899,26.4811,20.7788212331479,0.89355405639568,3.68207604952811,1.02576078598714,0.980002656142735,1.05949224708089,1.01497095351857,1.27442744238809,1.21775371224499
"45","DEBD052318",24.9147,100.107,2127.05,19.9497,24.0164,1581.56,26.9028,19.0572,19.8929,22.5298844578232,1.10585121049517,4.44329841936847,0.885477244117545,1.06597972328529,1.19409400657882,0.845863192759635,0.882956148187989,1.34490629505046
"46","DEBE032202",34.092,159.276,3712.62,33.6294,37.8798,2708.27,35.7847,31.9305,33.0247,36.6044835019276,0.931361318025556,4.351270247854,0.918723521893952,1.03484044510573,0.977604287139185,0.872311174622052,0.90220368765102,1.37084559515853
"47","DEBE032203",29.1845,77.5275,1979.18,27.951,27.7089,1536.62,32.7894,31.891,28.7331,28.8517724430407,1.01153230906753,2.6870966126277,0.968779303080287,0.960388137494951,1.13647783909058,1.1053393708466,0.995886823131058,1.28800874646952
"48","DEBE052301",56.9434,142.875,4139.52,57.5465,53.4704,3047.09,58.9421,47.9796,55.3213,54.6139390094784,1.04265323162494,2.61609037163944,1.05369619997585,0.979061407578019,1.07925011579499,0.878522971794307,1.01295202293317,1.35851582985734
"49","DEBE052302",18.1742,65.3798,2404.5,24.5415,22.2365,1830.16,18.5116,24.0109,16.6919,23.0287702479453,0.789195419656486,2.83904868979417,1.06568869009363,0.965596502139927,0.803846657927888,1.04264794609006,0.724828109372853,1.31381955676006
"50","DECO042201",32.7022,128.435,3183.74,34.1935,35.8541,2430.17,35.6354,27.5981,32.4514,35.3700004951684,0.924574485218545,3.63118456889885,0.966737334501052,1.01368672598401,1.0075035199637,0.780268578276383,0.917483730440799,1.31008941761276
"51","DECO042202",28.039,58.8825,2857.34,30.9636,29.8909,2206.49,34.6586,25.8787,28.2652,30.1158604367944,0.931037652364169,1.95519899302162,1.02814927253979,0.992530167375874,1.15084209772919,0.859304686124206,0.938548644802015,1.294970745392
"52","DECO042203",30.26,79.6627,2676.66,25.4824,33.2786,1876.96,33.1956,31.4237,27.8995,31.7568690421139,0.952864715972823,2.50851870486214,0.802421673440379,1.04791816711742,1.04530455933732,0.989508756619802,0.878534340491863,1.42606129059756
"53","DECO042204",38.6711,157.187,3165.61,39.8467,39.1399,2423.11,39.1134,40.8025,34.4778,37.0368374907975,1.04412532548462,4.24407186599169,1.07586669649915,1.05678299368095,1.056067489826,1.10167343553936,0.930905615485303,1.30642438849247
"54","DEDO072301",22.8946,82.534,2527.35,24.157,25.5322,1830.24,29.3426,20.8229,20.939,22.1822537725902,1.03211333864957,3.72072201707404,1.08902369649426,1.15101920038212,1.32279615501729,0.938718861188492,0.943952774802061,1.38088447416732
"55","DEDO072302",28.447,128.027,3321.79,34.0389,32.7201,2543.37,26.9132,34.6921,30.7858,33.9906022256299,0.836907796195212,3.76654109127446,1.00142091552393,0.962621955998417,0.791783558918726,1.02063799192829,0.905715050167208,1.30605849719074
"56","DEGO062303",23.7868,106.138,2762.16,24.2877,25.0375,2043.77,21.9028,17.3815,29.4185,23.2938767224807,1.02116106663532,4.55647641929723,1.04266457186837,1.0748532886257,0.940281442241077,0.746183222615979,1.26292846615817,1.351502370619
"57","DEHA062201",45.4695,107.019,3054.77,36.8128,42.9231,2351.41,37.6701,43.1975,38.369,40.4020128462674,1.12542660121947,2.6488531748954,0.911162524007786,1.06240003841703,0.932381763832844,1.06919177924055,0.9496804069143,1.29912265406713
"58","DEHI052201",42.8776,113.753,2844.4,51.7588,40.6432,2355.41,57.2801,50.1349,40.7232,43.5023391562076,0.985638952563808,2.61487088295499,1.18979349165904,0.934276197288126,1.31671310350277,1.15246446449641,0.936115178859042,1.20760292263343
"59","DEHO062206",37.3538,156.164,3799.83,32.5151,30.6741,2635.55,32.1111,32.0477,32.5272,32.728556640341,1.14132133630232,4.77149058897126,0.993477969631026,0.937227398601236,0.981134009448497,0.979196863221833,0.993847677349364,1.44175978448521
"60","DEHO062208",37.6504,132.566,4379.03,41.3304,41.0447,3328.45,41.485,35.4319,36.6442,37.5785616281739,1.00191168497977,3.52770287781879,1.09983986106092,1.09223712195592,1.10395390889302,0.942875364698247,0.975135779878457,1.31563640733675
"61","DEHO062211",36.1157,123.263,3438.3,33.3769,36.7444,2601.86,44.3125,38.654,32.939,35.2484381388056,1.02460426353585,3.49697763953682,0.946904366898879,1.04244051481951,1.25714790044032,1.09661596487718,0.934481121412778,1.32147771209827
"62","DEHO062214",36.6833,130.761,3157.92,31.6533,36.4612,2253.22,40.1701,36.2629,30.2339,35.192328940301,1.04236636518794,3.71561087138672,0.899437489735207,1.03605533074698,1.14144477531291,1.0304205800507,0.859104836491148,1.40151427734531
"63","DEHO062215",28.827,76.707,2427.55,30.6106,24.7943,1860.56,28.0694,28.267,28.4662,28.1846024590629,1.02279249962351,2.721592405336,1.0860752797369,0.879710829202321,0.995912574632542,1.00292349487834,1.00999118370912,1.30474158317926
"64","DEHO062232",37.0305,140.199,4301.58,34.1545,36.8364,3168.45,39.1991,36.2902,36.8929,36.6288048859451,1.01096664538485,3.82756140792887,0.932449205109214,1.00566753719378,1.07017141624081,0.990755775761741,1.0072100390629,1.35762912465085
"65","DEHO062233",48.5859,199.037,5155.15,40.1884,43.9139,3784.56,49.6412,43.846,35.6376,44.215884270765,1.0988336160479,4.5014818380914,0.908913180473744,0.993170231111613,1.12270060451606,0.99163458388619,0.805990891910379,1.36215306402858
"66","DEHO062240",28.4342,133.681,3191.21,32.9736,87.6156,2267.08,34.7662,31.7589,30.6623,32.3384817904215,0.879268240985329,4.13380568903503,1.01963970398161,2.70932941650808,1.07507211455726,0.982077643775065,0.948167579378511,1.40763007922085
"67","DEHO062314",17.1876,94.3278,2386.8,17.3769,18.5841,1775.23,20.625,20.5545,18.7298,20.6672206274892,0.831635772888542,4.56412604772486,0.840795204793392,0.899206542329235,0.997957121170273,0.994545922283363,0.906256353362181,1.3445018391983
"68","DEHO062320",27.173,115.925,3401.79,22.6394,22.8561,2651.29,28.9699,20.7493,23.8072,26.3170010453338,1.03252646276799,4.40494719745259,0.860257593978936,0.868491814877689,1.10080551921917,0.788437100574536,0.904631950995845,1.28306975095142
"69","DELO042201",28.8946,134.287,3316.01,30.5653,38.3187,2383.9,41.3461,33.7248,39.4217,33.268535363525,0.868526362350159,4.03645662583721,0.918744984292613,1.15180002910534,1.24279892541741,1.01371459944026,1.18495447933729,1.39100213935148
"70","DELO042203",35.648,117.383,3202.18,31.2425,33.818,2396.43,39.0671,30.6975,36.6244,33.4587798412407,1.06543036444087,3.50828692967805,0.933760888718693,1.01073620019809,1.16761878901055,0.917472189531634,1.09461254037894,1.33622930776196
"71","DELO042204",26.9568,71.9268,2339.31,24.1533,26.3601,1690.18,33.0058,31.639,23.0264,28.7995338307256,0.936015150746655,2.49749875893001,0.838669825073049,0.915296065378564,1.1460532727369,1.09859417120999,0.799540719490176,1.38405968595061
"72","DELO042205",38.7077,171.184,3116.95,32.951,41.9967,2205.39,42.5081,31.9414,31.1598,37.9597350139227,1.01970416773992,4.50962052125005,0.868051370430125,1.10634860819225,1.1198207781063,0.841454767486777,0.820864528916531,1.41333278921189
"73","DELW052301",21.9695,85.6066,2174.16,28.8266,25.8219,1680.57,26.2002,28.733,27.8863,25.1333288055396,0.874118194608497,3.40609875684798,1.14694715622574,1.02739673681063,1.04244846366014,1.14322301762379,1.10953468264234,1.29370392188365
"74","DELW052304",23.1382,87.1648,2018.23,22.9309,28.1853,1474.06,24.7824,21.5027,28.5041,25.3749383222839,0.911852462698614,3.43507435931197,0.903682984713402,1.11075343876789,0.976648679308767,0.847399104064684,1.12331701610357,1.36916407744597
"75","DELW052307",28.3374,56.4194,2367.95,28.6269,29.2714,1759.77,29.5903,22.6403,28.9275,28.3307887377363,1.00023335962599,1.991451791981,1.01045192440651,1.03320102630997,1.044457331348,0.799141182039996,1.02106228908018,1.3456019820772
"76","DKES062203",46.7533,156.149,4970.06,35.804,41.9146,3615.11,39.4803,44.5354,37.8979,41.3051164877261,1.13190093565994,3.78037912195212,0.866817552993447,1.01475564201483,0.955821054559467,1.07820540860195,0.917511030655523,1.37480187324867
"77","ESAN032201",33.3666,107.405,3077.45,28.544,28.4343,2388.31,29.1238,28.1226,32.8781,30.9114044858662,1.07942685086523,3.47460756916139,0.923413234524861,0.919864382512971,0.942170065851147,0.909780725520209,1.06362362198822,1.28854713165376
"78","ESAN032203",39.9641,141.533,2761.78,38.3015,39.7753,2337.41,47.4074,44.0341,38.2306,41.0867178546255,0.972676867045025,3.44473852841634,0.932211235161683,0.968081708077399,1.15383760191648,1.07173564351874,0.930485616672251,1.18155565347971
"79","ESAN032205",27.8155,96.2723,2231.7,27.6143,26.092,1778.49,30.3079,27.7125,23.9193,26.7964020477054,1.038031148752,3.59273233132595,1.03052267803859,0.9737128123973,1.13104363585989,1.03418734913231,0.892631031487611,1.25482853431844
"80","ESAN032208",31.0932,82.6527,2167.28,30.0063,30.1485,1634.21,33.4074,29.0708,31.9028,30.5791390209695,1.01681083887542,2.70291128678676,0.981266999683128,0.985917228713529,1.09248988263178,0.950674248220816,1.0432864044381,1.32619430795308
"81","ESAN032210",30.863,123.028,3003.66,26.9171,27.9534,2199.74,29.3345,33.4687,32.4036,32.2734333457601,0.956297387679536,3.81205180998082,0.834032738680907,0.866142740393388,0.908936452026224,1.03703562126268,1.00403324470766,1.36546137270768
"82","ESAN032212",34.5755,96.6639,3759.77,36.3932,35.364,2901.76,41.8773,29.8474,34.1334,36.6245184930719,0.944053367050832,2.63932207104062,0.993684053672524,0.965582660334214,1.14342254104779,0.814956789278912,0.931982218590993,1.2956860663873
"83","ESAN032214",36.0524,161.812,3398.13,34.5905,36.3719,2631.24,37.4502,35.97,33.2092,35.1545658942248,1.02553961577784,4.60287293795264,0.983954690382979,1.03462805114528,1.06530116493779,1.02319568127306,0.944662497040125,1.29145573949925
"84","ESAN032215",35.3666,147.396,4197.34,34.7776,33.0545,2773.37,34.7361,36.8229,30.4185,34.337446487825,1.02997175438016,4.29257312573496,1.01281846954843,0.96263710266633,1.01160987647455,1.07238317831981,0.88586960043128,1.51344393283262
"85","ESAN032216",44.3484,140.708,4401.2,37.3103,37.6616,3154.61,43.7917,41.6253,31.5124,39.4661061424474,1.1237085270062,3.5652871223762,0.945375757753594,0.954277066606615,1.10960275234501,1.0547100808415,0.798467421292093,1.39516453697921
"86","ESAN032219",31.3983,128.815,2862.05,25.8467,25.7497,2158.61,33.7477,31.2738,28.9802,30.1971306541404,1.03977759872675,4.2658026510985,0.855932316749972,0.85272009102194,1.11757969280345,1.03565469044695,0.959700454057096,1.32587637414818
"87","ESAN032222",28.0329,75.7106,2314.97,31.5251,30.1439,1854.4,31.0312,21.3488,25.285,28.7611930786062,0.97467792533447,2.63238732110584,1.09609847942816,1.04807543684348,1.0789260346464,0.742277969542235,0.879135991712669,1.24836604831751
"88","ESAN032225",33.9744,140.097,2574.74,35.4925,33.5237,2023.43,43.1308,28.0967,39.2306,35.0712371933604,0.968725449082017,3.99464094259335,1.01201163233327,0.9558744624597,1.22980548881707,0.801132273865696,1.11859755000109,1.2724630948439
"89","ESAN032226",27.4257,86.5434,1375.24,31.446,26.4034,1124.67,25.1678,27.6975,24.2916,25.7087465604934,1.06678479775226,3.36630180691077,1.22316348352522,1.02702012087101,0.978958656766072,1.07735707514277,0.944876870711732,1.2227942418665
"90","ESAN032227",30.7205,92.0289,4134.77,34.6307,30.0309,2777.57,35.2049,30.1689,35.1779,34.0962857664033,0.900992565890282,2.69908871102554,1.01567367886514,0.880767489038084,1.03251422284503,0.884814850705142,1.03172234773626,1.4886285494155
"91","ESAN042303",36.69,97.1353,3111.51,41.7362,36.7792,2379.17,42.647,36.7493,36.8748,38.1578360319236,0.961532513775268,2.54561867498814,1.09377795861072,0.963870172544109,1.11764723671229,0.963086585131683,0.966375555708919,1.30781322898322
"92","ESAN042310",23.5207,92.8895,2299.12,26.1884,27.3633,1845.97,24.831,25.7956,26.1763,26.536069795857,0.886367129003867,3.5004995357113,0.986898218216502,1.03117380269599,0.935745202323699,0.972095724741702,0.98644223509266,1.24548069578596
"93","ESAN042315",36.4178,124.907,3734.92,35.549,39.1032,3095.79,38.1609,33.0163,38.514,35.9396315388115,1.01330476804338,3.47546690524949,0.989130897505456,1.08802451015037,1.06180554352066,0.918659946870781,1.07163035209219,1.20645134198379
"94","ESAN042318",31.8179,132.466,3509.34,30.6595,29.4967,2880.56,40.1007,26.8038,38.911,31.8566340164229,0.998784114592806,4.15819197758653,0.962421201944758,0.925920170498669,1.25878647377896,0.841388327033608,1.22144103422667,1.21828394478851
"95","ESCT052202",25.9202,55.7791,2453.87,25.7601,31.8936,1667.68,32.3565,31.2602,25.29,32.0944113640198,0.807623473944079,1.73796924851946,0.802635066517499,0.993743104936801,1.00816617675294,0.974007581738825,0.787987656578489,1.47142737215773
"96","ESCT052207",32.6498,121.22,2315.44,29.5113,34.8259,1592.63,36.765,38.173,28.0099,33.0935524008822,0.986590971089874,3.66294916096008,0.891753766489369,1.05234698221976,1.11094147750122,1.15348752946155,0.846385412502688,1.45384678173838
"97","ESCT052302",75.5597,198.087,7298.5,81.3379,77.297,5183.77,84.7141,76.7684,69.5338,76.4130033333448,0.988833008831987,2.59232056533445,1.06445102864457,1.01156866800273,1.10863460804495,1.00465099722759,0.909973394144254,1.40795212750566
"98","ESCT052307",29.0706,84.8689,3308.45,26.7312,27.818,2561.26,31.2465,33.0463,32.1384,31.9633597734568,0.90949763122652,2.65519334017187,0.83630757809754,0.870309009977755,0.977572452378673,1.033880675693,1.00547627745593,1.29172750911661
"99","ESCT052309",28.9775,124.885,2203.51,28.4535,28.8456,1588.74,30.919,29.6226,32.7644,28.332032730892,1.02278224352057,4.40790822127743,1.00428727688767,1.01812673569828,1.09130891855448,1.04555152400699,1.1564436731811,1.38695444188476
"100","ESCT062210",47.7759,125.464,3796.87,47.3781,40.094,2938.66,46.7766,40.9087,42.7858,42.4348331389875,1.1258651552492,2.95662762686177,1.11649078116607,0.94483698966553,1.10231610542197,0.964035839754832,1.00827072560561,1.29204127051105
"101","ESCT062211",31.9214,60.0384,5263.6,31.5188,36.5217,3780.21,39.7581,29.6485,30.5091,33.2315468023543,0.960575208546673,1.80666883660518,0.948460214249402,1.09900692306663,1.19639631090489,0.892179355247452,0.918076434463128,1.39240941640808
"102","ESCT062216",36.528,95.4406,3527.73,35.5892,33.3436,2524.77,39.3032,38.4482,39.8468,35.226659376158,1.03694192543057,2.70932872120698,1.01029165496423,0.946544480529639,1.11572316807881,1.09145177774145,1.13115466256698,1.39724806616048
"103","ESCT062217",35.3295,70.8435,2879.6,34.0779,34.8732,2160.05,36.1875,31.2629,29.2751,34.6883020841423,1.01848455754053,2.04228791101269,0.982403229692198,1.00533026711452,1.04321912073474,0.9012519530119,0.843947332129094,1.33311728895164
"104","ESCT062219",41.3593,141.841,4035.97,39.0754,32.4468,2988.99,45.206,37.7398,33.4745,36.2566247099978,1.14073773636726,3.91214022635944,1.07774511037772,0.894920590637682,1.24683420923996,1.04090770450547,0.923265755368821,1.35027885673756
"105","ESCT062221",47.7862,168.947,4102.27,46.7475,41.5624,3169.1,47.5127,47.1022,44.7957,42.4829252580919,1.12483308787447,3.97682125168205,1.10038326494703,0.978331876806987,1.11839520728272,1.10873250167791,1.05444010100193,1.29445899466726
"106","ESCT062224",41.5901,141.991,4348.63,38.0201,42.4192,3207.94,49.1354,36.6553,35.4926,39.7474554804872,1.04635880453825,3.57232930469489,0.956541734317177,1.06721800143469,1.23618982412903,0.922204945118935,0.892952758131247,1.35558333385288
"107","ESCT062226",28.6072,58.4335,2349.52,33.0867,26.3515,1668.89,30.7141,28.5913,27.5947,30.0611408086644,0.95163387783855,1.94382177216501,1.10064685204706,0.87659680541481,1.02172103831626,0.951104955795931,0.917952521350969,1.40783394951135
"108","ESMA052301",21.6516,91.0703,2105.56,21.7601,24.6045,1471.52,22.0903,17.9278,25.6689,24.6844031462829,0.87713686539998,3.68938634895508,0.881532353488431,0.996763010804459,0.894909221385264,0.726280473291478,1.03988335662332,1.43087419810808
